Deformacion;Fuerza
3,032658765;2313,537354
3,037007027;2319,491699
3,041377156;2325,465088
3,045799451;2331,518311
3,050151462;2337,600098
3,054451619;2343,624023
3,058824871;2349,723877
3,063228424;2355,75293
3,067570751;2361,744629
3,071932758;2367,746582
3,076317881;2373,849365
3,080683636;2379,919922
3,085061262;2386,063721
3,089458255;2392,127441
3,093810891;2398,17627
3,098118544;2404,306152
3,102504604;2410,404541
3,106897849;2416,568359
3,111229868;2422,762939
3,11561624;2429,044678
3,120013233;2435,229248
3,124371179;2441,386963
3,128749429;2447,460938
3,133151732;2453,70874
3,137511865;2460,002197
3,141812959;2466,257324
3,14618996;2472,421143
3,15056946;2478,522949
3,154911475;2484,613037
3,159297222;2490,757813
3,163682345;2496,95874
3,168018425;2503,174805
3,172381681;2509,395752
3,176799916;2515,510498
3,18116161;2521,58252
3,185460205;2527,711426
3,189845015;2533,932129
3,194233574;2540,211426
3,198575901;2546,533447
3,202957588;2552,780518
3,207348958;2558,953369
3,211707216;2565,185791
3,216086404;2571,383789
3,220485271;2577,641846
3,224836657;2583,902344
3,229151496;2590,159668
3,233552237;2596,378906
3,237930488;2602,585205
3,242249074;2608,685303
3,246635134;2614,817627
3,251028066;2621,028564
3,255376329;2627,28418
3,259749269;2633,543945
3,26413814;2639,744629
3,268501084;2645,940186
3,272817796;2652,148682
3,277202294;2658,381836
3,281583356;2664,664795
3,285920998;2671,04126
3,290306745;2677,358398
3,294690931;2683,614014
3,299049189;2689,813477
3,303424628;2696,108398
3,307844112;2702,479248
3,31219831;2708,918213
3,316492531;2715,274658
3,320871094;2721,598877
3,325274335;2728,002197
3,329606978;2734,41626
3,333968673;2740,925293
3,338359731;2747,571289
3,342711742;2754,246826
3,347081558;2760,83252
3,351473553;2767,446777
3,355825251;2774,106445
3,360155708;2780,888428
3,364544267;2787,740723
3,368934076;2794,460205
3,373272967;2801,209717
3,377658089;2807,98999
3,382053208;2814,76416
3,386409592;2821,50415
3,390783157;2828,33667
3,395182961;2835,139648
3,399549654;2841,893799
3,403860119;2848,630371
3,408236495;2855,352051
3,412610372;2862,150635
3,416946765;2868,917725
3,421335948;2875,655518
3,42572232;2882,391113
3,430062773;2889,183838
3,434420095;2895,960693
3,438839891;2902,754639
3,443199399;2909,575195
3,447503616;2916,436768
3,451879993;2923,38623
3,456275111;2930,26001
3,460610254;2937,117188
3,464984131;2943,994629
3,469382374;2950,833496
3,473745942;2957,744385
3,47812513;2964,612793
3,482529308;2971,440674
3,486869136;2978,255859
3,491188347;2984,999756
3,495588464;2991,665527
3,4999714;2998,462158
3,504288737;3005,314941
3,508679483;3012,137207
3,513070541;3019,011963
3,517410369;3025,798584
3,521789869;3032,683594
3,5261853;3039,613281
3,530547307;3046,585938
3,534855898;3053,563232
3,539236022;3060,522461
3,54362177;3067,433594
3,54795785;3074,4104
3,55234922;3081,433105
3,556736217;3088,38501
3,561084792;3095,310303
3,565458356;3102,227295
3,569876903;3109,227051
3,574230164;3116,18042
3,578531257;3123,208252
3,582899512;3130,267578
3,587304002;3137,349121
3,591648516;3144,396729
3,596014896;3151,426025
3,600406891;3158,568604
3,604755153;3165,791992
3,60912497;3173,031494
3,613535082;3180,179688
3,617890842;3187,404053
3,622205055;3194,698242
3,626587991;3202,017578
3,630970303;3209,306641
3,635305758;3216,638184
3,639694316;3224,025146
3,644086936;3231,435547
3,648437073;3238,753418
3,652820946;3246,06543
3,657211067;3253,44873
3,661591191;3260,884521
3,665905405;3268,303711
3,670279907;3275,722412
3,674648786;3283,164307
3,678980805;3290,59082
3,683371863;3298,069092
3,687756048;3305,555176
3,692097126;3313,283203
3,696465068;3321,06543
3,700874556;3328,803955
3,705233127;3336,435059
3,709534221;3344,094238
3,71392028;3351,90625
3,718318211;3359,780518
3,72265429;3367,610352
3,727025044;3375,38916
3,731427347;3383,216309
3,735786543;3390,883789
3,74017229;3398,541504
3,744569283;3406,26709
3,748920357;3414,077637
3,753229885;3421,818604
3,757622192;3429,447754
3,762010751;3437,085693
3,766330587;3444,717285
3,770717272;3452,406494
3,775105831;3460,031738
3,779450344;3467,734619
3,783827658;3475,464844
3,788221215;3483,228027
3,792584471;3491,017334
3,796899934;3498,820068
3,801274436;3506,634766
3,805657684;3514,439209
3,810004385;3522,415771
3,814388571;3530,431885
3,818769945;3538,411133
3,823117582;3546,336914
3,827491147;3554,28418
3,831915629;3562,145508
3,836271389;3570,060547
3,840568734;3578,051758
3,844942611;3586,050781
3,849326797;3594,027832
3,853673185;3601,873779
3,858064555;3609,639648
3,862450302;3617,602051
3,866801689;3625,641602
3,871166819;3633,629639
3,875561626;3641,60083
3,879922695;3649,49585
3,884253465;3657,423096
3,88863765;3665,441162
3,893021524;3673,471191
3,897342922;3681,535645
3,901735854;3689,609619
3,906145342;3697,578613
3,910493917;3705,584229
3,914864045;3713,606445
3,919259476;3721,695313
3,923616798;3729,818115
3,927933822;3737,84082
3,932312385;3745,832275
3,936688761;3753,931641
3,94102078;3762,114014
3,945407777;3770,277832
3,949788527;3778,441895
3,954135227;3786,601318
3,958506918;3794,868896
3,962917655;3803,231445
3,96727404;3811,551514
3,97157076;3819,862549
3,975953384;3828,212158
3,980356937;3836,533203
3,984694578;3844,876953
3,989073141;3853,313965
3,993461075;3861,727295
3,99782277;3870,061279
4,002203519;3878,311279
4,006612695;3886,530762
4,010960332;3894,786865
4,015270173;3903,133301
4,019659044;3911,368896
4,024046041;3919,567383
4,028377123;3927,668701
4,032761933;3935,794189
4,037154865;3943,98584
4,041489695;3952,220215
4,045861386;3960,434814
4,050266188;3968,689209
4,054624134;3977,015869
4,058941471;3985,34668
4,063317223;3993,752441
4,067687039;4002,114746
4,072029054;4010,545166
4,076433232;4018,931396
4,080814293;4027,3396
4,085162244;4035,714844
4,089544867;4044,135742
4,09395498;4052,474609
4,098308553;4060,72168
4,102611208;4068,955566
4,106996331;4077,233154
4,111390825;4085,599609
4,115723781;4093,886719
4,120089536;4102,072754
4,124482781;4110,185059
4,128829794;4118,45166
4,133201172;4126,719238
4,13759223;4134,994629
4,141941429;4143,284668
4,146279071;4151,552734
4,150678875;4159,804199
4,155059312;4168,092773
4,159386958;4176,446777
4,163764271;4184,913574
4,168165325;4193,368164
4,172526707;4201,688477
4,176908082;4210,087402
4,181308198;4218,536133
4,185667394;4227,036621
4,189969112;4235,511719
4,194347675;4243,963379
4,198732798;4252,407227
4,203068878;4260,886719
4,207456187;4269,40332
4,211826628;4277,870605
4,216173016;4286,40918
4,22054783;4294,850586
4,224962629;4303,321289
4,229318076;4311,767578
4,233615734;4320,294434
4,237991797;4328,831543
4,242391602;4337,355957
4,246732992;4345,842773
4,25111093;4354,305176
4,255500113;4362,82373
4,25986212;4371,266113
4,264248493;4379,710938
4,268652358;4388,114258
4,273003744;4396,598145
4,277309523;4405,055176
4,281698395;4413,513672
4,286082268;4421,89209
4,290408039;4430,242188
4,29479816;4438,637207
4,299192966;4447,140137
4,303532794;4455,703125
4,30789855;4464,276855
4,312297417;4472,834961
4,316662235;4481,342285
4,320976137;4489,870117
4,325354699;4498,499512
4,329731076;4507,208984
4,334059658;4515,975098
4,338454777;4524,668945
4,342852707;4533,215332
4,347195971;4541,735352
4,351573597;4550,376953
4,355991832;4559,007324
4,360348216;4567,617188
4,364651184;4576,18457
4,36904599;4584,63916
4,373430176;4593,107422
4,377765318;4601,548828
4,382137634;4609,962891
4,386529629;4618,4375
4,3908857;4626,974609
4,395255517;4635,488281
4,399653134;4644,005371
4,40399921;4652,507324
4,408314986;4661,023438
4,412708855;4669,589844
4,417090541;4678,234863
4,421412564;4686,945801
4,425803934;4695,671875
4,430201552;4704,397949
4,43455575;4713,057129
4,438936187;4721,657227
4,443342551;4730,406738
4,447700185;4739,20166
4,452003777;4748,001953
4,45637578;4756,749512
4,460770274;4765,337891
4,465113539;4773,950195
4,46950116;4782,71582
4,473873163;4791,535156
4,478212055;4800,362305
4,482582808;4809,203613
4,487005728;4817,939941
4,491358988;4826,685547
4,495656646;4835,458008
4,500037708;4844,330078
4,504432827;4853,29248
4,508775466;4862,234863
4,513153092;4871,03418
4,51755071;4879,884277
4,521902408;4888,714844
4,52627816;4897,574219
4,530685461;4906,436035
4,53503591;4915,278809
4,53935356;4924,211426
4,54374493;4933,127441
4,548121306;4942,001953
4,55243958;4950,850586
4,556834074;4959,736816
4,561225445;4968,565918
4,565571208;4977,580566
4,569944773;4986,612793
4,574337705;4995,626465
4,578693464;5004,63916
4,58301455;5013,586426
4,587396237;5022,546875
4,591777299;5031,586426
4,596112754;5040,716797
4,600502562;5049,88916
4,604893307;5059
4,60924032;5067,894531
4,613604514;5076,848633
4,618023061;5085,869629
4,622383193;5094,904785
4,626687411;5103,921387
4,631068473;5112,917969
4,635474837;5121,766113
4,63980748;5130,606445
4,644168863;5139,462402
4,648560858;5148,355469
4,652917867;5157,275391
4,657297054;5166,130859
4,66169186;5175,039551
4,66604637;5183,997559
4,670361521;5193,005859
4,674745082;5201,992188
4,679128955;5211,051758
4,683467221;5220,088867
4,687853906;5229,1875
4,692248712;5238,338379
4,696595725;5247,48877
4,700973351;5256,543457
4,705376904;5265,569824
4,709740473;5274,581055
4,714051875;5283,563477
4,71842419;5292,583008
4,722797755;5301,678711
4,727139145;5310,674805
4,731540199;5319,537109
4,73590939;5328,427734
4,740255779;5337,413574
4,744627157;5346,500488
4,749038831;5355,530762
4,753396777;5364,545898
4,757702244;5373,58252
4,76208112;5382,644043
4,766469991;5391,697266
4,770804196;5400,762695
4,775190881;5409,897949
4,779583813;5419,028809
4,783940509;5428,187012
4,788325632;5437,317383
4,792723875;5446,436523
4,797068701;5455,521484
4,80138229;5464,635254
4,805780844;5473,757813
4,810164093;5482,897461
4,814485179;5492,063965
4,818864679;5501,177246
4,823263546;5510,281738
4,827605873;5519,369141
4,831987247;5528,44873
4,836379867;5537,700195
4,840736876;5546,991699
4,845052964;5556,237305
4,849434026;5565,458008
4,85381415;5574,646973
4,858158352;5583,914551
4,862546286;5593,265137
4,866924224;5602,546387
4,871282795;5611,819336
4,875659483;5621,120117
4,880082403;5630,375
4,884434727;5639,694824
4,888716453;5648,992676
4,89309814;5658,251465
4,897507003;5667,529297
4,901842458;5676,81543
4,906199779;5686,130371
4,910585839;5695,587402
4,914948783;5705,035645
4,919329845;5714,476563
4,923723714;5723,782227
4,928080098;5733,134766
4,932396498;5742,627441
4,936786307;5752,232422
4,941170492;5761,769043
4,945500325;5771,30127
4,949889821;5780,819336
4,954288375;5790,264648
4,958642885;5799,790527
4,96301645;5809,341309
4,967416567;5819,033203
4,971789195;5828,597168
4,976099972;5838,027344
4,980467289;5847,389648
4,984845852;5856,856445
4,989181932;5866,34375
4,993573927;5875,844727
4,997950928;5885,330566
5,002297628;5894,806641
5,006668694;5904,293945
5,011071935;5913,737793
5,015423008;5923,239258
5,019737534;5932,829102
5,02412172;5942,49707
5,028514652;5952,183105
5,032853231;5961,818848
5,037223047;5971,376953
5,04161348;5980,976563
5,04597986;5990,569336
5,050365608;6000,216309
5,054773846;6009,875488
